公司名称,财务风险-流动性风险-流动资产周转率,财务风险-流动性风险-应收账款周转率,财务风险-筹资风险-纳税信用等级,财务风险-筹资风险-征信信用等级,财务风险-筹资风险-1/财务费用率,财务风险-筹资风险-1/产权比率,财务风险-筹资风险-融资轮次,财务风险-筹资风险-股权出质总计,财务风险-投资风险-对外投资数量,财务风险-短期清偿能力-流动比率,财务风险-短期清偿能力-速动比率,财务风险-短期清偿能力-现金比率,财务风险-短期清偿能力-现金流量比率,财务风险-长期清偿能力-资产负债率,财务风险-长期清偿能力-长期资本负债率,财务风险-长期清偿能力-利息保障倍数,财务风险-长期清偿能力-现金流量利息保障倍数,财务风险-长期清偿能力-现金流量债务比,财务风险-盈利能力-销售净利率,财务风险-盈利能力-总资产报酬率,财务风险-盈利能力-主营业务利润率,财务风险-盈利能力-净资产收益率,财务风险-资产利用-存货周转率,财务风险-资产利用-营运资本周转率,财务风险-资产利用-非流动资产周转率,财务风险-资产利用-总资产周转率,财务风险-资产利用-成本费用利润率,财务风险-成长能力-营业收入增长率,财务风险-成长能力-总资产增长率,财务风险-资本结构-上市股东持股比例,财务风险-上市情况-是否上市,经营风险-知识产权-专利数量,经营风险-知识产权-软件著作权数量,经营风险-知识产权-作品著作权数量,经营风险-司法风险-诉讼数量,经营风险-其它风险-经营异常次数,经营风险-其它风险-行政处罚次数,经营风险-其它风险-动产质押次数,经营风险-其它风险-自身风险,经营风险-其它风险-周边风险,经营风险-组织结构风险-股东数量（注册）,经营风险-组织结构风险-第一大股东持股比例（注册）,经营风险-战略风险-竞品信息,经营风险-战略风险-公众号数
北京万达誉辉科技发展有限公司,1.7224634768,9.7787087822,12,12,324.7027020097,0.9703663814,0,0,0,197.0347256786,68.3506259811,0.0495999072,0,50.7524750551,0,433000.000000022,0,0,0.0021998105,0.0042068651,0.0235774558,0.007693977,2.5748564075,3.4146855646,173087000,1.6816481421,0.0024484164,1.2628800882,0.4855167566,0,0,0,6,0,0,1,0,0,1,0,2,0.9999,0,0
北京万高众业科技股份有限公司,1.4509257249,3.9861904089,12,12,2425.7392134017,0.6331146744,0,0,2,158.5387921285,127.394602683,0.6291649937,0.6456683952,61.2326869806,0,64769000,74217000,0.6456683952,0.2138134995,0.3450298317,0.4480991481,0.7768433781,4.0362578833,2.1473962349,26.338675476,0.7697315109,0.3295142917,-4.1577638749,1.2026917475,0,0,19,0,0,0,0,0,0,0,1,3,0.7,10,0
北京三博中自科技有限公司,1.2676708965,2.3546804557,9,9,58.776894345,0.3488583899,0,0,2,120.8406876287,85.1506387847,0.0355756396,-0.0866026333,74.136899286,0.0396004138,40588000,-70851000.0000002,-0.0853568915,0.0236387095,0.0362513911,0.142402778,0.1023068688,3.6695492124,6.2841683844,8.1784991247,0.956977597,0.0331966633,-0.1494591622,-0.0497519193,0,0,95,43,0,8,0,0,0,1,2,20,0.2025,0,0
北京三吉利新材料有限公司0,2.9951855886,8.8274078385,10,10,-2046.7234114376,1.7229750902,0,0,0,226.6314263168,158.1300086213,0.6794501076,0.1412256863,36.7245498051,0,248549000,150869000,0.1412256863,0.019799797,0.0854441204,0.058287489,0.0780056111,9.3198476483,5.0415824538,13.9802681729,2.344578908,0.0353544556,-0.1589205392,0.1118727264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
北京三多堂传媒股份有限公司,0.4443251933,10.8235287043,10,10,-63.6923321894,1.9339356187,6,0,4,217.8258328463,97.2530683811,0.7042665067,0.0315604908,33.8947368421,0.0172166427,37000000,5400000,0.0304912477,0.1938405785,0.0708133971,0.4082125579,0.0929357267,0.4730974286,0.4841269817,0.6515353762,0.186794258,0.2092760169,-1.1117478351,-0.1320598004,0.3561,1,0,8,0,0,0,0,0,0,1,5,0.374,10,0
北京三夫户外用品股份有限公司,1.26401689,3.064812179,7,7,63.1447995428,3.63162388,12,0,21,387.5786257771,257.188904895,0.7702667412,0.2733885699,21.5906815884,0.000259518,315882000,141387000,0.2731308419,0.099711796,0.1317505681,0.2797816721,0.1343842274,2.6808254079,1.2155008948,4.5980872567,0.7539952849,0.1387603021,-0.2735144469,0.1233847317,0.282,1,15,8,1,1,0,1,0,1,4,13,0.3798,10,1
北京三得普华科技有限责任公司,0.5094161263,1.1599097594,9,9,23.3003694991,0.290322029,4,1,2,127.8542410599,90.588329723,0.1103679141,-0.0728914351,76.4675374483,0.1872111428,204101539000.001,-1881725411000,-0.0680171554,0.01031805,0.0056413832,0.2560637136,0.0203768547,1.2908115103,1.726963847,3.9134337196,0.3432366421,0.0120490956,1.3300686898,0.1115916771,0,0,22,19,0,16,1,0,0,21,11,19,0.3101,10,0
北京三盈联合石油技术有限公司,0.8374855224,1.2724564979,6,6,2025411000,0.8472369604,0,0,9,139.8962828418,125.5445584645,0.06601976,-0.0927091407,54.1349064129,0,249241000,-160270000,-0.0926844247,0.1045985234,0.0780281657,0.9999999995,0.1446066771,0,0,0,0,249241000,0.1714965155,0.2889173678,0,0,36,10,0,1,0,0,1,3,1,20,0.742,0,1
北京三益能源环保发展股份有限公司,0.8810439652,5.5973332962,12,12,87.1559370749,1.6226829164,6,0,6,247.4868546963,184.469304606,0.4875255237,0.3112650058,38.1295397011,0,42636000,63104000,0.3112650058,0.0912058452,0.0801883776,0.3410616318,0.1225605233,2.2459023917,0.9596195362,9.5778086128,0.5396522076,0.1051559357,0.8367992557,0.4790218433,0,0,25,0,0,1,0,1,0,2,3,3,0.61,10,0
北京三联虹普新合纤技术服务股份有限公司,0.4276143371,12.7480760744,6,6,319.0884198359,1.0924836512,12,0,9,152.3017808724,125.5362243112,0.6859382759,0.3614576022,47.7900985913,0.0008230401,1258592000,2318731000,0.3611323271,0.2565162494,0.0936782764,0.3966338943,0.1527798845,1.4591361882,0.7467162979,0.6835486794,0.186474322,0.4257674501,0.3191779726,1.0185025568,0,0,76,26,0,0,0,1,0,0,5,20,0.6044,4,0
北京世伟泰科信息技术股份有限公司,1.4093568861,8.5562830288,14,14,166.4913743228,-0.206008051,0,0,1,78.9421675437,18.7899898713,0.0290644528,0.094802242,125.9439025529,0,3894000,7675000.00000001,0.094802242,0.0441646678,0.0605777757,0.3031463684,-0.2385321101,1.2889030086,-3.68178107,169.1828323913,0.9764471465,0.0456474334,-1.3415076773,0.0067028956,0,0,1,19,0,0,0,0,0,0,2,8,0.355,10,0
北京世纪合辉医药科技股份有限公司,1.6045034549,111.159955536,11,11,-2779.0277902779,0.8134403128,0,0,9,173.7211634905,101.705115346,0.8004011956,-0.0732196582,55.1438053097,0,36000000,-7300000,-0.0732196582,0.1155091755,0.1991150442,0.7750989537,0.3958076449,0.8662952526,0.8462584919,8.1842094494,0.3440265468,0.1469387749,1.391304247,0.6376811536,0,0,16,13,2,1,0,1,0,2,0,12,0.1733,10,1
北京世纪安图数码科技发展有限责任公司,1.4412033979,2.5713550913,13,13,171.7650017922,1.3474338768,0,0,1,198.2152400258,198.2152400258,0.4110752749,0,42.5995415437,0,11263000,0,0,0.027245223,0.0442088488,0.4701808807,0.0577620044,163528000,1.5341344973,4.124807564,0.6418702481,0.0373269613,1.4915911437,-0.0722247913,0,0,2,57,0,2,0,0,0,2,0,1,1,0,1
北京世纪瑞尔技术股份有限公司,0.2312661555,1.0323315667,6,6,-11.8186471096,8.6705183433,12,0,11,876.2764159073,827.417941427,5.9466099727,0.0177261874,10.3017632056,0.0022236255,1376126000,29088000.0000005,0.0173836652,0.3764607001,0.0847222049,0.4353157156,0.0859263804,2.3001101314,0.1447678559,0.9896277791,0.1135340442,0.5315282082,0.9511253833,0.0406326416,0,0,19,40,0,6,1,0,0,4,3,6,0.4902,10,0
北京世纪超星信息技术发展有限责任公司,1.375355605,6.3504118721,9,9,-28045.1485661904,0.6318745367,0,0,2,134.9058666923,134.883445978,0.2594425817,0.2194712263,61.2791977489,0,235045000,358269000,0.2194712263,0.0730769586,0.0882332847,0.7231680161,0.2145828587,2213.2453190019,1.4216142198,1.7545892635,0.3040837807,0.0832536966,2.966089214,0.4325060454,0,0,3,52,0,249,0,2,0,93,0,2,0.6,10,1
北京世纪阿姆斯生物技术有限公司,1.3766947914,4.265622472,10,10,97.64431928,1.9209183017,0,0,5,199.3831109282,154.8315521537,0.227877659,0.125279031,34.235808529,0,113971000,28005000,0.125279031,0.1564365534,0.174549158,0.4627939829,0.2235400695,3.2959604453,1.4775164003,1.5838874283,0.5027192175,0.2224093447,0.4136599689,0.4794032938,0,0,42,4,5,7,0,1,0,1,5,0,0,0,0
北京东土军悦科技有限公司_,1.2673159821,1.7782814498,9,9,4947.6506543668,0.7535872345,0,0,0,170.2722594151,157.159757507,0.2519680733,0.0143489543,57.0259624382,0,39120000,2632000.00000002,0.0143489543,0.0848472903,0.1216202352,0.2974379567,0.2429591475,11.4425822617,2.135136796,29.4980675779,0.8556226015,0.1123263203,9.5228346258,1.6117214202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
北京东方基业科技发展股份有限公司,1.4565863803,19.112745149,11,11,145.2448002779,0.6704353002,0,0,1,154.0955259976,144.9516324063,0.9538452122,0.5682224841,59.8637683048,0,2429000.00000001,46992000,0.5682224841,0.0109576938,0.0175827199,0.2768676281,0.0366836799,17.5979876226,2.9746294348,12.4253956652,0.9632927174,0.0132030243,-1.5956684461,0.0606865623,0,0,0,35,0,0,0,1,0,0,0,3,0.582,10,0
北京东方建宇混凝土科学技术研究院有限公司,0.4183059109,40.3105817704,15,15,664.2934282629,-0.7289126131,0,0,1,18.4268296645,18.4268296645,0.0047154268,-0.0115657908,368.8786543192,-0.0516512254,-23962000,-2492000.00000001,-0.0111517342,-1.4310572356,-0.3955496129,0.815751396,0.1459136563,3008000,-0.0171142468,0.144088899,0.0496541698,-0.6021964615,-0.2561850149,0.9593440404,0,0,45,0,0,2,0,0,0,2,63,1,1,0,1
北京东方网信科技股份有限公司,0.7076699228,2.0523586076,9,9,-42.7604746547,1.6752499403,10,2,2,252.4790252214,231.0065312234,0.4594238055,-0.2572501736,37.3796488942,0.0007934531,6486000.00000001,-99651000,-0.2569079568,0.0152531132,0.0062504035,0.5892278943,0.0162463624,3.3661304267,0.4740272705,4.6926673143,0.2698177589,0.0094346484,-0.6837621668,0.2789125284,0,0,23,55,0,5,0,0,0,6,8,19,0.4061,10,0
北京东方龙马软件发展有限公司,1.3781504737,3.9090157368,9,9,2644.5796513331,1.6265877839,0,0,4,228.5014412333,137.9970635546,0.2628798753,-0.1091548002,38.0721936816,0,205847000,-101109000,-0.1091548002,0.0598356379,0.0846068386,0.1139211388,0.1158424443,3.0794541035,2.1688789997,8.1593946587,1.0610875616,0.0759383792,0.8431149956,0.3127388898,0,0,0,14,0,1,0,1,0,2,0,1,1,0,0
北京东正捷燃气工程有限公司,1.5379886185,2.3064145504,12,12,139.0174220194,2.4332304751,0,0,1,264.1384035629,247.3449811579,0.2191846448,0,29.1270854953,0,20751000,0,0,0.139995951,0.2070627445,0.6447268502,0.2337313097,8.5718056769,0.8770036551,1.8179024912,0.4192843416,0.2142923508,-0.3310261988,0.0621727603,0,0,3,0,0,0,0,0,0,3,0,2,0.9767,0,0
北京东泽达科技有限公司,0.3332071594,0.7646507145,12,12,4556.5554967355,2.0601307927,0,0,4,296.4286169657,291.2812862589,0.4938224318,-0.0590087843,32.6783415207,0,12356000,-4628000,-0.0590087843,0.1487491267,0.0514826898,0.5137479602,0.0713171674,9.0656405584,0.2375614205,4.868696971,0.1524897599,0.1716349469,0.3598211175,0.1404601693,0,0,4,21,0,0,0,0,0,0,3,2,0.8,0,0
北京东蓝数码科技有限公司,0.7327221414,3.4268950141,9,9,30.1787249729,0.8650583389,0,0,1,152.7021038871,140.854932967,0.2593807664,-0.3693719355,53.3361657229,0,255604000,-700194000,-0.3693719355,0.1093031512,0.0719175606,0.367109054,0.1397842979,5.9245743995,1.3318148728,2.0176373686,0.3743635915,0.1344013056,-3.5590535189,0.3786060586,0,0,6,65,0,1,0,0,0,1,0,1,1,0,1
北京东邦御厨科技股份有限公司,0.8370403659,2.4699781234,10,10,39.5189626655,0.2318148305,0,0,0,96.2008605515,46.5036332727,0.0474412883,-0.0589033985,81.1810326402,0,4205000.00000001,-31322000,-0.0589033985,0.0078797164,0.0064196513,0.2018692719,0.0273712561,1.2867262482,-16.8318986651,2.3700982619,0.5191261328,0.0102006409,-0.0900743135,0.0345366759,0,0,12,1,0,0,0,0,0,0,1,4,0.4058,10,0
北京中交慧联信息科技有限公司,1.7874834069,6.808154578,14,14,3162.591842442,1.5304798868,4,0,2,128.9475634612,116.1324192453,0.1644185031,0.0201469951,39.5183887061,0,-35119000,3261999.99999999,0.0201469951,-0.0941051315,-0.0857171449,0.4772595107,-0.1417243077,9.393175122,4.1583775169,0.9699893944,0.4757022063,-0.0856064039,-0.1821560604,0.4258052826,0,0,8,14,0,0,0,0,0,0,4,3,0.5455,10,0
北京中亦安图科技股份有限公司,1.2129232048,4.1864674619,7,7,983.1949124404,0.8640980957,0,0,0,183.5474835349,130.9562057232,0.6984536973,0.0474336351,53.6452454923,0,353868000,64163999.9999999,0.0474336351,0.1009985964,0.1403354873,0.3385010328,0.2602160197,2.784926508,1.753049135,51.1691662706,0.7857035212,0.1340778312,0.2318984369,0.6232605982,0,0,13,44,0,0,0,0,0,0,0,20,0.339,10,1
北京中兴通软件科技股份有限公司,1.2118503558,96.0833628465,9,9,-55.1685289129,2.7447739316,6,0,11,235.2695664994,231.7107596776,2.1616640096,1.5129351993,26.7038967936,0.0072243729,616202000,697799000,1.4827164869,0.412556074,0.3496435486,0.808369144,0.4199806464,14.3197871135,0.37673928,0.3470543673,0.1333685509,0.8334836978,0.3077449289,0.5462034763,0,0,5,63,0,4,0,0,0,2,0,9,0.6667,10,1
北京中农劲腾生物技术股份有限公司,2.9390963856,13.5165651113,8,8,41.0756345011,1.7585460179,0,0,2,129.341486141,57.4530876438,0.1200306389,-0.0068374821,36.2510683363,0,123996000,-2061999.9999999,-0.0068374821,0.1081592189,0.1490513895,0.4119725647,0.2338100195,3.1070914449,7.612560093,1.5245381799,0.8097177419,0.1210942191,0.1735088913,0.2020440067,0.448,1,3,3,1,0,0,1,6,6,0,10,0.448,10,1
北京中凯环能高科技有限公司,2.6563520683,12.8313674262,14,14,-20896.6896689669,8.3141361853,0,0,0,217.4762918521,191.9406121264,0.4576018011,0.209405839,10.7363365431,0,51698000,7574000.00000002,0.209405839,0.2474227779,0.153459351,0.3747953999,0.1719169313,13.1953212218,2.8682512858,0.4719604977,0.3617625047,0.3287672954,-4.842003927,0.0950306841,0,0,0,6,0,0,0,0,0,0,0,2,0.99,0,0
北京中宏立达科技发展有限公司,0.4670868595,21.2401985412,11,11,91.644874324,2.4234239521,0,0,4,324.1846074513,323.4798676464,0.5397705182,-1.2123887841,29.2107046921,0,44000,-56427000,-1.2123887841,0.0006243349,0.0002761529,0.9999999858,0.0003901055,0,0,0,0,0.0011293344,-0.9763220812,0.4326999988,0,0,2,31,0,0,0,0,0,0,0,2,0.8,0,0
北京中广宽媒科技股份有限公司,1.8471104949,63.7126225925,12,12,24.8799144064,0.0121689685,0,1,2,50.9201536083,49.7930277792,0.0370555066,0,98.8074705563,0,2196000,0,0,0.1164430714,0.1082146553,0.8126623462,9.0743801653,13.2211804373,-0.303627711,0.2963403455,0.1472428844,0.1317573569,-1.2830214697,-0.6909004952,0,0,2,4,0,1,0,0,0,2,0,10,0.7132,0,0
北京中建圣大环境科技发展有限公司,3.5065151541,13.0436829888,10,10,-9733.4010758151,1.1203365708,0,0,0,205.2603644864,116.9290587281,0.1805257372,0,47.1623236911,0,132869000,0,0,0.1100401679,0.3736946464,0.2695180836,0.7069416129,5.9486568012,4.9919323944,77.5771194244,2.4781566777,0.1237097755,0.0477872474,1.2469634269,0,0,6,0,0,0,0,1,0,1,0,2,0.8485,0,0
北京中恒安科技有限公司,1.2940163342,2.8783829534,12,12,837.1055942775,1.8594749887,0,0,1,196.685688199,132.2017804154,0.1486327309,-0.3810454199,34.971566145,0,1756000.00000002,-41734000,-0.3810454199,0.0053379825,0.0056069455,0.2504080606,0.0073063666,2.9465635468,1.9651919168,2.1286580595,0.6644805093,0.0063385035,0.125654368,0.7831468626,0,0,5,0,0,0,0,0,0,0,0,4,0.6075,0,0
北京中持绿色能源环境技术有限公司,0.0666444824,0.3148945528,10,10,4.1946049826,0.8188470871,0,0,5,180.6771987438,176.453816075,0.172139566,-0.9113146553,54.9798829238,0.0895982417,-108447000,-400161000,-0.8378738275,-2.0660450123,-0.124843294,0.4032492879,-0.279328209,1.5378268246,0.0805039291,0.3787081988,0.0328308381,-0.6511495214,-0.3727846585,0.0960920415,0,0,44,2,0,2,0,0,0,0,2,5,0.7246,0,0
北京中新智安物联网科技有限公司,0.6639215185,1.3680605646,14,14,-1368.1020636989,4.0569114584,0,0,2,495.5111856008,453.8439116811,0.5126429707,-1.6810462959,19.7751999424,0,20576000,-23069000,-1.6810462959,0.3412262362,0.2965055119,0.9963894698,0.2767100158,0,0,0,0,0.8376144581,-0.2220668195,0.7569243821,0,0,0,14,0,0,0,0,0,0,0,5,0.35,0,0
北京中机联供非晶科技股份有限公司,2.1865437466,5.7772465733,7,7,149.1549819338,3.9148447647,0,0,3,440.8133543414,324.2937444109,0.7605586988,0.6169271362,20.3465048858,0,147380000,144873000,0.6169271362,0.0544090885,0.1276952642,0.1219049697,0.1339582128,7.2341835035,2.4732723389,16.63505936,1.7150562215,0.0682759556,-0.4308339304,-0.0620081075,0,0,74,0,0,0,1,0,0,0,0,17,0.3282,10,0
北京中海纪元数字技术发展股份有限公司,2.1435878903,9.4400569337,7,7,52.0755004678,1.3872182503,4,0,10,94.4484063942,49.556031697,0.2155912623,0,41.9609892763,0.0263600468,3.8165894416,0,0,0.0449262485,0.0599580462,0.2237522014,0.0632902419,3.4920375887,-28.2379936412,1.0234899667,0.6330997777,0.0554741525,-0.3724555966,0.0292820333,0,0,4,76,0,1,0,0,0,0,0,4,0.4,10,1
北京中电丰业技术开发有限公司,0.6290970865,1.4296131745,11,11,83.39128029,0.3406041158,0,0,1,123.3104495224,84.7267000141,0.0892963341,0,74.5932366047,0,166732404000,0,0,0.1306801128,0.0756182299,0.3530549787,0.2976303151,1.2869719251,2.1302121322,4.6191979221,0.3704016853,0.1503245408,-4.1232590373,0.3483528213,0,0,2,16,0,0,0,0,0,0,0,3,0.6,0,0
北京中电兴发科技有限公司,1.6991327663,3.2982062899,6,6,99.0493543832,0.2744241389,0,1,13,101.8587700708,80.509852261,0.1826441282,0.0472307715,65.6863847455,0.1824480523,995567999.999999,296835999.999999,0.0443382858,0.077729718,0.097680667,0.1583549412,0.2417550619,6.5553934888,75.2920212695,2.320468799,0.8629861966,0.1018112367,0.6555963377,0.4792180109,0,0,65,112,0,20,0,1,0,9,26,1,1,0,1
北京中石大格林催化科技有限公司,2.5083036625,7.4585536603,13,13,-248.7648522146,1.0124153385,0,0,0,190.2934537246,129.1196388262,0.4537245998,-0.2753950308,49.6915311273,0,39000000,-24400000,-0.2753950308,0.0780326316,0.2187324734,0.210924568,0.3678929766,6.1512913994,4.1674999479,34.3711304772,1.8698822105,0.1015096301,0.8341231832,-0.4272406025,0,0,8,0,0,0,0,0,0,0,0,5,0.26,0,0
北京中科国技信息系统有限公司,1.3488521287,3.1884574501,11,11,31086.9826034793,0.3785690365,0,0,1,132.8576533376,96.6202897882,0.2554147954,0.0998005821,72.5389857436,0,5143000.00000001,8658000.00000002,0.0998005821,0.033081188,0.04300347,0.5019425437,0.1565982583,2.4063364059,2.6538501086,17.4424677329,0.6325347997,0.0342116289,-1.0969355228,-0.0647214766,0,0,15,17,0,0,0,1,0,1,0,1,1,0,0
北京中科江南信息技术股份有限公司,0.9681496326,2.6220326804,8,8,-8257.5965670669,1.0558864868,0,0,4,199.2418362112,192.3125030494,0.3052865952,0.6754724838,48.5275030869,0,356246000,456870000,0.6754724838,0.2762713343,0.2555953591,0.6116769317,0.5024253643,10.4021718357,0.7263077593,10.5582888888,0.3497868039,0.3665157716,3.0018997751,2.163445995,0,0,16,45,0,0,0,0,0,0,1,10,0.3508,10,0
北京中科洁能环境工程技术有限公司,0.8113302072,200745000,11,11,33.5525599946,2.531744289,0,4,7,179.2014311374,179.2014311374,0.7744292777,-0.9249304644,28.3152012305,0,55524000,-127707000,-0.9249304644,0.2074422765,0.1138661882,0.5569005427,0.1191321488,87658000,0.8015911408,0.3649405892,0.179765188,0.384209249,3.1569212281,0.889638519,0,0,20,0,0,0,0,0,0,4,5,4,0.51,0,0
北京中科海讯电子科技有限公司,0.9452667643,1.7998546055,11,11,35.5355844746,0.0706306226,0,0,0,104.7104847994,77.4826248241,0.182572591,0.1658103432,93.4028953185,0,3407999.99999998,31110000,0.1658103432,0.0155512118,0.0169656903,0.4175241888,0.2179293692,2.0942919372,12.1055655006,24.2385536388,0.5326121561,0.0176732318,0.3219925417,0.2698159826,0,0,0,0,0,0,0,0,0,0,0,7,0.115,0,0
北京中科科美科技股份有限公司,1.436869402,5.9353233389,14,14,-1817.3213707235,1.7341786406,0,0,0,261.7635913132,214.9919836758,0.8791138062,0.1844337506,36.5736644029,0,1835000,6327000,0.1844337506,0.0104705954,0.0195635255,0.2452490913,0.0227089357,6.0635708281,1.753194065,24.3285760619,1.037239986,0.0144425641,-0.6343222465,-0.1062270703,0,0,15,0,0,0,0,0,0,0,8,2,0.56,0,0
北京中科联众科技股份有限公司,0.9501007269,2.239225704,9,9,42.2827557046,1.827702695,6,0,2,272.5084459459,207.8969594595,0.2766047286,0.0333614863,35.3643966547,0,65400000,7900000,0.0333614863,0.09557984,0.0976702509,0.2485728262,0.1353974122,2.9967320066,1.1223990181,18.8683119807,0.6847371555,0.1184568011,1.1722846003,0.259593679,0,0,113,16,0,3,0,0,0,6,18,7,0.4708,10,0
北京中科联衡科技有限公司,1.2626007464,2.8997140473,12,12,-1787.6598457481,6.4065487208,0,0,1,453.4125935711,453.4125935711,2.5308433397,2.0395900068,13.5015646703,0,58787000,50951000,2.0395900068,0.4108075574,0.3177280662,0.5880736406,0.3670911386,57729000,0.653886226,0.8045180779,0.3120098565,0.6723355024,-12.6185483258,1.2765897077,0,0,6,16,0,0,0,0,0,0,0,2,0.6,0,0
北京中科锐思科技有限公司,0.0993973205,0.2362698196,12,12,-259.4876581276,2.1454073847,0,0,3,253.7404827474,249.060424429,0.7917544016,0,31.7925475755,0,-135042000,0,0,-8.6737742518,-0.6955012489,-0.0586421698,-1.0196851286,5.3890600938,0.1640499856,0.4148303958,0.0801843789,-0.897229414,1.7224509083,-0.2041537375,0,0,0,9,0,0,1,0,0,1,1,3,0.5,0,0
北京中联网盟科技股份有限公司,1.1066358072,8.6769603526,13,13,-1886.4253264379,1.7278907867,0,0,3,99.6642277238,93.4382412883,0.262453639,-0.0825899555,36.6583586961,0,-9762999.99999999,-4943999.99999999,-0.0825899555,-0.1442527582,-0.0597867689,0.7791527077,-0.0920771499,3.8312305256,-71.0401544286,0.1377803067,0.0874418998,-0.1300952744,-1.6057608106,2.1657748407,0.5085,1,2,23,0,3,0,0,0,2,0,2,0.999,10,0
北京中能诺泰节能环保技术有限责任公司,0.6644679933,5.0206166664,12,12,121.5874389803,1.3509994098,0,0,0,134.7618274388,109.984704995,0.1753635178,-0.2512623611,42.5350546805,0,-74476000,-95938000.0000001,-0.2512623611,-0.2189708216,-0.082965993,0.0612657352,-0.1451346819,3.3919454216,2.4176705737,0.8375922675,0.3574758621,-0.1784651361,-61.231580486,0.2517276861,0,0,33,0,0,1,0,0,0,0,0,3,0.381,0,0
北京中航科电测控技术有限公司,0.9090066517,2.3746409602,9,9,11844.6183727236,0.2311509802,0,0,1,98.9319655484,59.7889044142,0.0427199179,0.0621620871,81.224806367,0,73128000,42574999.9999999,0.0621620871,0.0885860775,0.086724801,0.1964518807,0.3446461507,1.8410806669,-67.4749237833,2.9799916502,0.5853508987,0.1374020842,0.3158055036,0.9426726331,0,0,10,0,0,0,0,0,0,2,0,2,0.5,0,0
北京中航讯科技股份有限公司,0.7183771192,1.3434028423,7,7,25.2661958209,1.8641677504,0,0,4,164.8560997963,133.9714524571,0.141613567,-0.7082714357,35.4230354753,0,-190471444000,-435397510000,-0.7082714357,-0.2544808173,-0.1097562941,0.686885737,-0.1653182161,1.1507772741,0.5480032008,0.3026184559,0.1258982512,-0.2030525478,-0.3817989857,-0.2779190822,0,0,4,40,0,0,0,1,0,0,0,7,0.2916,10,0
